brand,price,start_time,start_day,end_time,end_day,trip_time,take_place,destination,crawl_date,hand_luggage,checked_baggage
"Vietnam Airlines, VietJet Air",3.723.690 VND/khách,06:50,29 thg 4,08:05,29 thg 4,1h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Nha Trang (CXR)
Sân bay Cam Ranh",16-04-2025,Hành lý xách tay 1 x 12 kg,Hành lý 1 x 23 kg
VietJet Air,1.737.645 VND/khách,21:10,30 thg 4,23:05,30 thg 4,1h 55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",16-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,1.851.360 VND/khách,19:15,30 thg 4,21:15,30 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",16-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,1.851.360 VND/khách,20:10,30 thg 4,22:10,30 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",16-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,2.198.490 VND/khách,16:10,30 thg 4,18:10,30 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",16-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
Vietnam Airlines,2.226.771 VND/khách,20:30,30 thg 4,22:30,30 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",16-04-2025,Hành lý xách tay 1 x 12 kg,Hành lý 1 x 23 kg
VietJet Air,2.367.068 VND/khách,04:30,30 thg 4,06:30,30 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",16-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,2.367.068 VND/khách,06:15,30 thg 4,08:15,30 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",16-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
Vietnam Airlines,2.452.545 VND/khách,17:55,30 thg 4,19:55,30 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",16-04-2025,Hành lý xách tay 1 x 12 kg,Hành lý 1 x 23 kg
Vietnam Airlines,2.681.316 VND/khách,13:20,30 thg 4,15:25,30 thg 4,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",16-04-2025,Hành lý xách tay 1 x 12 kg,Hành lý 1 x 23 kg
VietJet Air,2.797.988 VND/khách,11:35,30 thg 4,13:35,30 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",16-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
Vietnam Airlines,3.665.331 VND/khách,07:45,30 thg 4,09:45,30 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",16-04-2025,Hành lý xách tay 1 x 12 kg,Hành lý 1 x 23 kg
VietJet Air,1.841.385 VND/khách,04:30,01 thg 5,06:30,01 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,1.841.385 VND/khách,06:15,01 thg 5,08:15,01 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,2.016.945 VND/khách,21:10,01 thg 5,23:05,01 thg 5,1h 55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,2.016.945 VND/khách,19:15,01 thg 5,21:15,01 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,2.016.945 VND/khách,20:10,01 thg 5,22:10,01 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
Vietnam Airlines,2.031.966 VND/khách,20:30,01 thg 5,22:30,01 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 1 x 12 kg,Hành lý 1 x 23 kg
Bamboo Airways,2.159.075 VND/khách,20:05,01 thg 5,22:10,01 thg 5,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,2.192.505 VND/khách,09:15,01 thg 5,11:15,01 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
Vietnam Airlines,2.257.740 VND/khách,07:45,01 thg 5,09:45,01 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 1 x 12 kg,Hành lý 1 x 23 kg
Vietnam Airlines,2.257.740 VND/khách,13:20,01 thg 5,15:25,01 thg 5,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 1 x 12 kg,Hành lý 1 x 23 kg
VietJet Air,2.367.068 VND/khách,14:05,01 thg 5,16:05,01 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
Vietnam Airlines,2.469.528 VND/khách,17:55,01 thg 5,19:55,01 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 1 x 12 kg,Hành lý 1 x 23 kg
VietJet Air,2.802.975 VND/khách,16:10,01 thg 5,18:10,01 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
"Bamboo Airways, VietJet Air",3.624.948 VND/khách,06:30,01 thg 5,07:55,01 thg 5,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Nẵng (DAD)
Sân bay Đà Nẵng",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,3.727.608 VND/khách,05:30,01 thg 5,06:50,01 thg 5,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,1.860.338 VND/khách,04:30,02 thg 5,06:30,02 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,2.014.950 VND/khách,06:15,02 thg 5,08:15,02 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
Vietnam Airlines,2.229.768 VND/khách,20:30,02 thg 5,22:30,02 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 1 x 12 kg,Hành lý 1 x 23 kg
Vietnam Airlines,2.255.742 VND/khách,07:45,02 thg 5,09:45,02 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 1 x 12 kg,Hành lý 1 x 23 kg
VietJet Air,2.365.073 VND/khách,21:10,02 thg 5,23:05,02 thg 5,1h 55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,2.365.073 VND/khách,16:10,02 thg 5,18:10,02 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,2.365.073 VND/khách,19:15,02 thg 5,21:15,02 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,2.379.038 VND/khách,11:35,02 thg 5,13:35,02 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
Vietnam Airlines,2.682.315 VND/khách,17:55,02 thg 5,19:55,02 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 1 x 12 kg,Hành lý 1 x 23 kg
Vietnam Airlines,2.682.315 VND/khách,13:20,02 thg 5,15:25,02 thg 5,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 1 x 12 kg,Hành lý 1 x 23 kg
VietJet Air,2.782.028 VND/khách,20:10,02 thg 5,22:10,02 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
"Bamboo Airways, VietJet Air",3.631.865 VND/khách,06:30,02 thg 5,07:55,02 thg 5,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Nẵng (DAD)
Sân bay Đà Nẵng",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
"Bamboo Airways, VietJet Air",3.631.865 VND/khách,06:30,02 thg 5,07:55,02 thg 5,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Nẵng (DAD)
Sân bay Đà Nẵng",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,3.725.613 VND/khách,10:25,02 thg 5,11:50,02 thg 5,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,3.725.613 VND/khách,09:35,02 thg 5,10:55,02 thg 5,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,3.725.613 VND/khách,05:00,02 thg 5,06:20,02 thg 5,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,2.362.513 VND/khách,06:15,03 thg 5,08:15,03 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,2.807.963 VND/khách,09:15,03 thg 5,11:15,03 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,2.977.538 VND/khách,21:10,03 thg 5,23:05,03 thg 5,1h 55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,2.977.538 VND/khách,14:05,03 thg 5,16:05,03 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
Bamboo Airways,3.088.325 VND/khách,20:05,03 thg 5,22:10,03 thg 5,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 20 kg
VietJet Air,3.118.185 VND/khách,04:30,03 thg 5,06:30,03 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
Vietnam Airlines,3.163.833 VND/khách,07:45,03 thg 5,09:45,03 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 1 x 12 kg,Hành lý 1 x 23 kg
VietJet Air,3.406.463 VND/khách,16:10,03 thg 5,18:10,03 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,3.406.463 VND/khách,19:15,03 thg 5,21:15,03 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,3.406.463 VND/khách,20:10,03 thg 5,22:10,03 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
Vietnam Airlines,3.679.317 VND/khách,13:20,03 thg 5,15:25,03 thg 5,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 1 x 12 kg,Hành lý 1 x 23 kg
VietJet Air,2.367.068 VND/khách,04:30,04 thg 5,06:30,04 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,2.802.975 VND/khách,06:15,04 thg 5,08:15,04 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,3.116.190 VND/khách,21:10,04 thg 5,23:05,04 thg 5,1h 55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,3.116.190 VND/khách,20:10,04 thg 5,22:10,04 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,3.404.468 VND/khách,19:15,04 thg 5,21:15,04 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,3.659.828 VND/khách,11:35,04 thg 5,13:35,04 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,3.659.828 VND/khách,16:10,04 thg 5,18:10,04 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
Vietnam Airlines,3.684.312 VND/khách,07:45,04 thg 5,09:45,04 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 1 x 12 kg,Hành lý 1 x 23 kg
Vietnam Airlines,3.911.085 VND/khách,13:20,04 thg 5,15:25,04 thg 5,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 1 x 12 kg,Hành lý 1 x 23 kg
VietJet Air,4.553.895 VND/khách,09:55,04 thg 5,10:50,04 thg 5,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,1.605.975 VND/khách,19:15,05 thg 5,21:15,05 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,1.605.975 VND/khách,20:10,05 thg 5,22:10,05 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,1.724.678 VND/khách,21:10,05 thg 5,23:05,05 thg 5,1h 55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
Bamboo Airways,1.815.275 VND/khách,20:05,05 thg 5,22:10,05 thg 5,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
Vietnam Airlines,2.007.512 VND/khách,20:30,05 thg 5,22:30,05 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 1 x 12 kg,Hành lý 1 x 23 kg
VietJet Air,2.016.945 VND/khách,06:15,05 thg 5,08:15,05 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,2.016.971 VND/khách,04:30,05 thg 5,06:30,05 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,2.035.898 VND/khách,16:10,05 thg 5,18:10,05 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,2.205.473 VND/khách,09:15,05 thg 5,11:15,05 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
Vietnam Airlines,2.232.303 VND/khách,17:55,05 thg 5,19:55,05 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 1 x 12 kg,Hành lý 1 x 23 kg
Vietnam Airlines,2.232.303 VND/khách,13:20,05 thg 5,15:25,05 thg 5,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 1 x 12 kg,Hành lý 1 x 23 kg
Vietnam Airlines,2.660.081 VND/khách,07:45,05 thg 5,09:45,05 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 1 x 12 kg,Hành lý 1 x 23 kg
VietJet Air,2.843.024 VND/khách,05:30,05 thg 5,06:50,05 thg 5,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,2.843.024 VND/khách,05:30,05 thg 5,06:50,05 thg 5,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,2.848.973 VND/khách,06:50,05 thg 5,08:10,05 thg 5,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,2.848.973 VND/khách,06:50,05 thg 5,08:10,05 thg 5,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
"Bamboo Airways, VietJet Air",2.881.813 VND/khách,09:05,05 thg 5,10:30,05 thg 5,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Nẵng (DAD)
Sân bay Đà Nẵng",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,2.999.730 VND/khách,09:55,05 thg 5,10:50,05 thg 5,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,3.047.731 VND/khách,05:00,05 thg 5,06:20,05 thg 5,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,3.047.731 VND/khách,05:00,05 thg 5,06:20,05 thg 5,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
"Vietnam Airlines, VietJet Air",3.111.051 VND/khách,06:55,05 thg 5,08:25,05 thg 5,1h 30m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",17-04-2025,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg
"Vietnam Airlines, VietJet Air",3.111.051 VND/khách,05:45,05 thg 5,07:10,05 thg 5,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",17-04-2025,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg
"Vietnam Airlines, VietJet Air",3.111.051 VND/khách,06:55,05 thg 5,08:25,05 thg 5,1h 30m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",17-04-2025,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg
"Vietnam Airlines, VietJet Air",3.111.051 VND/khách,05:45,05 thg 5,07:10,05 thg 5,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",17-04-2025,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg
VietJet Air,1.577.048 VND/khách,04:30,06 thg 5,06:30,06 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,1.722.683 VND/khách,21:10,06 thg 5,23:05,06 thg 5,1h 55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,1.722.683 VND/khách,19:15,06 thg 5,21:15,06 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
VietJet Air,1.722.683 VND/khách,20:10,06 thg 5,22:10,06 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",17-04-2025,Hành lý xách tay 7 kg,Hành lý 0 kg
